('RWWI', 2.051875, 0.017220000000000003)
('FGROF', 1.45859375, 0.017433308823529413)
('BPK', 15.387890625, 0.017481807598039217)
('GHDS', 4.0924609375, 0.017616272977941185)
('KURRF', 13.168221093749999, 0.017689413592524506)
('FRZCF', 1.3806792452830188, 0.017735467181246415)
('SIEB', 1.2974609375, 0.017786076899509812)
('ELDO', 1.364765625, 0.017813278186274505)
('PRPH', 1.3937109375, 0.01831833180147059)
('PIM', 4.43984375, 0.01844154411764705)
('FUBP', 15.330943396226417, 0.01850857632933103)
('DHY', 2.3048828125, 0.018657241115196087)
('TRCY', 17.014687628906252, 0.01885716419886954)
('HTGY', 25.39164071875, 0.01886397081904213)
('WFSTF', 1.55964453125, 0.01966017910723039)
('FSOYF', 3.0204296875, 0.020043344056372554)
('YRKB', 11.785796875, 0.020644805637254907)
('OHPB', 5.793094339622642, 0.021402510005717558)
('AEBZY', 1.3907421875, 0.021461015625000007)
('PPT', 4.8162890625, 0.021732449448529405)
('IHT', 2.3835546875, 0.022101432291666667)
('CNBV', 2.519921875, 0.02274587622549019)
('CSHB', 2.32125, 0.022829803921568626)
('CUAEF', 1.6071875, 0.022941862745098043)
('DSWL', 1.5256640625, 0.022983086703431372)
('TRMR', 1.92171875, 0.02318448529411764)
('HTGZ', 25.34687896484375, 0.02339917451704581)
('ELB', 25.42699225390625, 0.02343445312458234)
('IBAL', 1.849453125, 0.023706366421568627)
('BYBK', 5.04859375, 0.02387095588235295)
('ECYCF', 23.04851571484375, 0.023938268807067405)
('WEDXF', 2.0485546875, 0.023963785232843135)
('GURE', 1.6447265625, 0.023982670036764707)
('ELA', 25.32050783203125, 0.02400561395851677)
('AITPF', 8.433124999999999, 0.024109411764705865)
('SMEBF', 1.803984375, 0.02420994485294117)
('GPIAU', 9.9566328125, 0.024272994056372538)
('OSBCP', 10.1098046875, 0.024761922487745086)
('ESXB', 5.1126953125, 0.024808785232843144)
('KGSDF', 6.6949218749999995, 0.025094111519607908)
('ORFR', 3.161171875, 0.025526464460784326)
('ISSC', 2.7012890625, 0.025625390625)
('BLDP', 1.39921875, 0.025898210784313723)
('EGT', 2.008828125, 0.025955484068627452)
('FNRN', 7.949453125, 0.026071856617647066)
('BOMXF', 1.555390625, 0.026086121323529405)
('DYNT', 2.9304296875, 0.02624334405637255)
('PME', 1.3499609375, 0.026355684742647056)
('ISXIF', 2.2268359375, 0.02654798866421569)
('UIFC', 2.331484375, 0.02663778799019608)
('RKIGF', 2.5778125000000003, 0.026718333333333382)
('DHF', 3.1447265625, 0.026919140625000004)
('TOIPF', 1.6525390625, 0.027671567095588222)
('FOFN', 1.8478515625, 0.028042817095588236)
('FISB', 11.396328125, 0.028204503676470618)
('TPDKY', 2.57507421875, 0.02825034348958333)
('SRMC', 1.605109375, 0.028741603676470596)
('HIO', 4.714765625, 0.028903474264705884)
('WTT', 1.5041015625, 0.02898899356617647)
('PPR', 5.019296875, 0.029203425245098034)
('GJH', 9.8618359375, 0.029292694546568628)
('VTSYF', 1.76578125, 0.02930213235294117)
('DYSL', 1.6276171875, 0.02967469209558823)
('WELX', 1.8859765625, 0.029720611213235288)
('TWMC', 3.7067578125, 0.03036395680147059)
('FLL', 1.577265625, 0.030393278186274502)
('MHY', 4.533359375, 0.030660827205882358)
('VVR', 4.09203125, 0.030806053921568634)
('ORRAF', 1.755625, 0.03091254901960785)
('NULM', 7.2602734375, 0.0314426700367647)
('BNSO', 1.38375, 0.03169803921568628)
('CFC-PB', 25.6730859609375, 0.032143766166500415)
('MY', 2.2996875, 0.032524607843137265)
('STLY', 2.693671875, 0.03298332720588235)
('SFDPF', 1.4521484375, 0.03352673866421568)
('SIRI', 3.9187890625, 0.033660880821078425)
('INTT', 3.9504296875, 0.033702167585784315)
('UPGI', 1.4365234375, 0.033809434742647054)
('KOSS', 2.1446484375, 0.033908111213235295)
('GCHEF', 2.77268046875, 0.03392315444056373)
('BHL', 13.089765625, 0.03405719975490194)
('SNGNF', 2.7438671875, 0.034152437193627455)
('SARDF', 3.3049609374999998, 0.03417176317401962)
('GJO', 20.14011728515625, 0.03418148328871439)
('MSK', 25.521739110671938, 0.034195395714757514)
('KKPNY', 3.790859375, 0.03423768995098039)
('BVFL', 6.720859375, 0.03440710171568628)
('PFK', 25.61675780859375, 0.03476084924713576)
('ANZFF', 1.76139453125, 0.0348769064797794)
('UWN', 1.91359375, 0.03541840686274509)
('CYRN', 1.7850390624999999, 0.03555058670343137)
('HHILY', 4.8149609375, 0.035574116115196085)
('GOODN', 25.38382809765625, 0.035585290632151205)
('BEVFF', 1.7948046874999999, 0.03564466758578431)
('GIM', 6.355546875, 0.036521268382352944)
('QSCGF', 1.666796875, 0.036579503676470566)
('SGPRF', 2.7997735849056604, 0.037026887935963426)
('TFRFF', 1.386484375, 0.03730445465686275)
('JMM', 7.1486328125, 0.03736322150735296)
('FUAIY', 1.7326953125, 0.037411138174019594)
('KKPNF', 3.7448046875, 0.03749956954656864)
('ESBS', 2.9138671875, 0.03822067248774509)
('MWR', 25.52843744921875, 0.038432089645111134)
('ZN', 1.6965625, 0.038552843137254905)
('ESOA', 1.3276953125, 0.03875741268382353)
('DUC', 9.43375, 0.03892627450980393)
('ALALF', 3.71546875, 0.0390476225490196)
('TKGBY', 2.575703125, 0.03909205269607843)
('JINFF', 1.5966015625, 0.03922173866421568)
('JHY', 10.21167578125, 0.03935787486213237)
('FTLF', 1.390234375, 0.039525435049019605)
('JPS', 9.090078125, 0.03963215073529412)
('IIBK', 8.2858984375, 0.0396799739583333)
('MWO', 25.37468752734375, 0.03976853229209338)
('GRBMF', 2.790078125, 0.03996548406862745)
('ZNGA', 2.465546875, 0.04083185661764706)
('LIVE', 1.620234375, 0.040900337009803917)
('CJJD', 1.7916015625, 0.04103075827205883)
('ASDOF', 10.923124999999999, 0.0411941176470589)
('UTSI', 2.1146484375, 0.042389679840686284)
('SGAMY', 2.6626953125, 0.04321898131127452)
('HOV', 1.7249609375, 0.043334116115196074)
('QPAC', 9.824140625, 0.04353788602941177)
('SHWGY', 2.5709375, 0.04358970588235293)
('GWSVP', 25.6959374921875, 0.04365403374059602)
('ACTS', 1.679609375, 0.04377318014705882)
('MGYR', 9.9148828125, 0.04379920189950984)
('HTF', 25.32171875, 0.04385194952979609)
('GMBXF', 2.278203125, 0.04388852328431374)
('HCJ', 25.56140626171875, 0.04420348698704101)
('TRTLU', 10.22419140625, 0.04446770831801475)
('CVB', 10.6551171875, 0.0445262607230392)
('FRSB', 6.7415625, 0.04454892156862746)
('MMT', 5.7819140625, 0.04460063572303922)
('YOD', 1.7887890625, 0.044631861213235285)
('NXPGF', 4.2694140625, 0.044734165134803876)
('SUMR', 1.7516796875, 0.04502736366421569)
('SCND', 2.90603515625, 0.04509843405330883)
('MWG', 25.56718735546875, 0.04512145667447311)
('GJT', 17.796484265625, 0.04521976000284678)
('AFC', 25.5293749765625, 0.045409002324038675)
('ORPB', 3.274765625, 0.0454870036764706)
('ARU', 25.48828121875, 0.045585271304406864)
('UVRBF', 4.2441015625, 0.04599918964460784)
('CETV', 2.33359375, 0.046307034313725494)
('HOWWY', 3.325703125, 0.0464379350490196)
('HXBM', 46.89960925390625, 0.04654875181816662)
('RVSB', 4.546328125, 0.04655979779411765)
('WACMY', 3.824125, 0.04671992156862742)
('SOUG', 15.215859374999999, 0.046747493872548895)
('OPBK', 5.916171875, 0.04689979779411763)
('FOJCY', 2.9891875, 0.04706367450980393)
('MRWSF', 2.55375, 0.04760392156862746)
('SOHOL', 25.699976699218748, 0.047680425016179806)
('AWX', 1.9659765625, 0.04779668964460784)
('GOODP', 25.38593748828125, 0.04805239065000776)
('PBIB', 1.512734375, 0.04808347426470588)
('BSGM', 1.45765625, 0.048232493137254896)
('JFBC', 13.4089453125, 0.048298883272058835)
('ADFT', 2.264453125, 0.04849538602941177)
('MEIP', 1.500390625, 0.048810827205882354)
('PVBK', 6.3696875, 0.0494508823529412)
('TVFZF', 1.50578125, 0.04982526960784313)
('BSCA', 9.7758203125, 0.05019540287990195)
('VRACY', 1.651245283018868, 0.050203367638650666)
('MSLI', 1.43640625, 0.050219191176470585)
('DCBF', 7.040234375, 0.0502768075980392)
('BVPFF', 7.7733203125, 0.05064187346813718)
('ALNPY', 5.807890625, 0.051110042892156864)
('MFV', 5.3274609375, 0.05115784160539217)
('RBAZ', 4.30653125, 0.05158713627450978)
('KRYPF', 2.751132075471698, 0.051973713550600334)
('CGA', 1.5149609375, 0.052126272977941174)
('XJNGF', 1.5089453125, 0.05221182444852942)
('NZTCF', 2.2548046875, 0.05288937346813726)
('BKK', 15.92113278125, 0.05318498040218724)
('GCFB', 1.8757421875, 0.05351709405637254)
('VCVOF', 2.536328125, 0.05358411151960785)
('AHL-PB', 26.316021960784315, 0.05379806612999847)
('FSDK', 81.054492234375, 0.053871968143521416)
('FTEK', 1.82328125, 0.05418840686274509)
('PEFDF', 1.7271484375, 0.05420164062500001)
('LSBK', 13.4375, 0.0544886274509804)
('FULCY', 6.374867924528302, 0.054625077186964015)
('SANW', 4.4081640625, 0.05468328278186275)
('NTZ', 1.6519921875, 0.054757192095588235)
('UBAB', 8.090390625, 0.05480612132352944)
('EXD', 12.3633984375, 0.05489624846813728)
('SCRI', 1.57594140625, 0.0551233651807598)
('EQFN', 8.3478515625, 0.055167522977941176)
('VEGPF', 2.50703125, 0.05516919117647059)
('CRBJF', 2.52921875, 0.05529507352941177)
('BTBIF', 3.3621875, 0.05590141568627451)
('EAA', 25.4037500546875, 0.0560203788828206)
('ATAX', 5.2866015625, 0.05631899356617646)
('ESPGY', 1.80171875, 0.05633507352941176)
('INRLF', 3.9730859375, 0.056578282781862735)
('BVXV', 3.75908984375, 0.056995015425857845)
('BVX', 1.972578125, 0.05707411151960785)
('BYFC', 1.6024609375, 0.05739117493872548)
('PFLC', 6.8894921875, 0.05747229013480394)
('WLMIF', 2.2076953125, 0.05755976562499999)
('WISH', 1.4197265625, 0.05759953278186274)
('ISIG', 2.6134375, 0.058215588235294116)
('CACB', 5.611875, 0.0585164705882353)
('WFCF', 2.3828125, 0.0592736274509804)
('CART', 5.9003125, 0.05990578431372551)
('LTS', 2.5282421875, 0.06001846660539216)
('CWBC', 7.107265625, 0.060067003676470575)
('FAX', 4.746484375, 0.06014994485294118)
('TDJ', 25.38062498046875, 0.060241193044583925)
('USMT', 1.9195703125, 0.060416677389705874)
('NTIP', 2.2065234375, 0.06054355238970589)
('TVLF', 2.1143359375, 0.06054622395833334)
('BRN', 1.7605859375, 0.06063455729166666)
('ODMUF', 2.7659375, 0.060912843137254924)
('BOI', 14.729453125000001, 0.061179307598039225)
('CMU', 4.631875, 0.06147490196078431)
('HSON', 2.4740234375, 0.06150884650735294)
('AEY', 1.9906640625, 0.06164936121323528)
('TBNC', 6.9702734375, 0.06181835631127451)
('HWEN', 6.1703125, 0.06199519607843138)
('BYOKF', 6.08828125, 0.06264644607843134)
('SIOPF', 1.5599609375, 0.06284509650735294)
('TFHW', 1.6267924528301887, 0.06287793024585477)
('ELRNF', 4.6655078125, 0.06299346660539215)
('FOSUF', 1.5373046875, 0.06308878523284313)
('DHRM', 1.7340625, 0.0633685294117647)
('ONVI', 3.7573828125, 0.06342253523284312)
('GAINP', 25.59105467578125, 0.06349653255220432)
('ELSE', 3.5927734375, 0.06367345435049018)
('OVLY', 9.6780859375, 0.06372142003676473)
('TMAK', 6.312109375, 0.06423318014705884)
('NSL', 5.8576953125, 0.06438015778186273)
('NSYS', 3.9316015625, 0.06511389552696079)
('YUEIF', 3.5516796875, 0.06520304993872547)
('KTHN', 11.3894921875, 0.06529189797794117)
('NCA', 10.8124609375, 0.06533627297794117)
('CUBS', 26.7726172109375, 0.0656280486787318)
('KMDA', 3.8343359375, 0.06566230238970588)
('SFN', 25.51933599609375, 0.06609721658591758)
('GLDI', 10.74796484375, 0.06632901444546568)
('EVF', 5.878125, 0.06634549019607842)
('RJD', 26.48874994921875, 0.06644625022596208)
('HTGX', 25.21210553515625, 0.06658588743090844)
('DAIO', 2.5514453125, 0.0667826087622549)
('IKGH', 1.3144140625, 0.06682475337009804)
('SUND', 3.216844140625, 0.06704486694592525)
('AMS', 1.9933203125, 0.06705050091911763)
('JTPY', 2.62953125, 0.06717154411764707)
('NWBN', 5.0826953125, 0.06731388327205881)
('ALSK', 1.8782421875, 0.06766630974264706)
('ANH', 4.716796875, 0.06768538602941175)
('WHLR', 1.64534765625, 0.06789640807291666)
('CELH', 2.06734375, 0.06817095588235293)
('EFSI', 23.17749997265625, 0.06822195656888942)
('OUKPY', 2.271977358490566, 0.06838390971269301)
('PLUG', 1.9802734375, 0.06855404258578432)
('LUB', 4.746953125, 0.06906126838235295)
('GJV', 25.68624994140625, 0.06953570599069064)
('CTIX', 1.4940234375, 0.0700390425857843)
('LGL', 3.6098046875, 0.0702905499387255)
('PTIE', 2.0165625, 0.07047519607843138)
('PMBC', 7.030390625, 0.07091200367647059)
('VNO-PG', 25.60511719921875, 0.07126195307368953)
('UNTN', 18.0913671796875, 0.07151302999939502)
('GSB', 3.666015625, 0.07151661151960785)
('VNO-PJ', 25.6894530703125, 0.07153228189139894)
('CELGZ', 1.40109375, 0.07218154411764706)
('INFU', 3.0065625, 0.07225009803921568)
('SPXXF', 4.5470703125, 0.07253295189950983)
('RNR-PC', 25.437230078125, 0.07312235136626838)
('ORBT', 3.306875, 0.07318078431372549)
('PMIR', 2.764765625, 0.07354112132352941)
('ARQL', 1.8587890625, 0.07362872395833334)
('NNY', 10.0192578125, 0.07427278033088236)
('MCN', 7.4691796875, 0.07445461856617644)
('QNTQF', 3.483203125, 0.07451205269607843)
('ATEA', 2.147606037735849, 0.07456887617552888)
('ALIAF', 2.135234375, 0.07538347426470587)
('BLFS', 1.99109375, 0.07592585784313725)
('ORSTF', 1.5013671875, 0.07616557444852942)
('FCOB', 7.477421875, 0.0762113664215686)
('PIFLF', 1.7104296875, 0.07631393229166668)
('SEED', 1.5406640625, 0.07695681219362746)
('PRRR', 7.7335546875, 0.07708574601715688)
('UZA', 25.34398444921875, 0.07726409610278955)
('MCQ', 25.12882806640625, 0.07764725263698777)
('RNWK', 4.1265625, 0.07793009803921569)
('HFBC', 11.6801171875, 0.0781242999387255)
('AHOTF', 7.72058984375, 0.0783585801317402)
('SILXY', 1.4537109375, 0.07876695925245097)
('NHYDY', 3.7184375, 0.0787999019607843)
('JLMC', 3.126328125, 0.07907666053921569)
('AT', 2.1580078125, 0.07919640778186274)
('ONP', 1.40390625, 0.07925056372549019)
('WIHLY', 19.422226415094336, 0.07934085763293319)
('URPTF', 3.610234375, 0.07937249387254901)
('EVG', 13.347578125, 0.07939018995098039)
('EFM', 25.89640622265625, 0.07957288094040908)
('BVPIF', 6.9704296875, 0.0797194224877451)
('GGACU', 9.987578125, 0.07977136642156875)
('KSFTF', 2.068167924528302, 0.07983428514150943)
('VOSSY', 5.590528301886793, 0.08005047741566597)
('ASBN', 12.5355078125, 0.08014483915441178)
('FULLL', 25.345468640625, 0.08029156837787034)
('WFC-PJ', 27.95539068359375, 0.08049399119959746)
('USA', 5.08296875, 0.08103036764705883)
('ATNM', 2.0544140625, 0.08122318474264706)
('MNGPF', 2.2416015625, 0.0818958563112745)
('COVS', 2.1776796875, 0.08196228915441175)
('DJPHF', 1.3141015624999999, 0.0823529151348039)
('APT', 1.9880078125, 0.08251327052696078)
('SLRK', 5.5794140625, 0.08254671415441177)
('CASM', 1.57671484375, 0.0826435301317402)
('CNBL', 26.12421883203125, 0.08300487322687757)
('QUBSF', 2.6183203125, 0.08308069699754903)
('IAF', 5.5119921875, 0.08324895680147058)
('MXCHF', 2.3525390625, 0.08327627297794123)
('ARBV', 10.974609375, 0.08352847426470583)
('DDT', 26.322695328125, 0.08353349903110759)
('MNDO', 2.3808984375, 0.08356428768382355)
('CXE', 5.039375, 0.08378235294117647)
('TPXXF', 12.973828125, 0.08388489583333347)
('ELCPF', 3.63125, 0.08401960784313725)
('UNICY', 4.0828125, 0.08408852941176471)
('ABR', 6.6936328125, 0.08439341758578432)
('LTGHF', 2.6476171875, 0.08506763327205884)
('CAEN', 1.864453125, 0.08510401348039212)
('NHYKF', 3.7162109375, 0.08510676317401962)
('SLCT', 7.91828125, 0.08539075980392156)
('CKFC', 3.7834375, 0.085543431372549)
('MGR', 26.1860937734375, 0.08558860924310929)
('LBF', 7.8084765625, 0.08582316023284313)
('EOD', 5.98921875, 0.08602056372549019)
('GJR', 19.83425769921875, 0.08611793949589729)
('MARK', 4.4461328125, 0.08698302542892157)
('TINY', 1.961953125, 0.08724479779411766)
('WGTB', 3.3021484375, 0.08732281709558821)
('KHDHF', 2.5359765625, 0.08754884650735294)
('BKMU', 7.5640234375, 0.08761002297794115)
('GMETP', 1.8041796875, 0.08770599111519611)
('FHCO', 1.550234375, 0.08783523897058823)
('CLWY', 2.974453125, 0.08798558210784314)
('SSBI', 13.5633984375, 0.08849781709558822)
('HGHAF', 2.72183984375, 0.0886698213082108)
('GSJ', 26.21933596484375, 0.08875136360310071)
('SCRYY', 3.5077734375, 0.08886757199754902)
('GYUAF', 3.9919921875, 0.08911562346813721)
('ABNK', 9.62640625, 0.08935252450980395)
('OKIEF', 1.8634374999999999, 0.08952382352941174)
('TAOM', 3.3945703125, 0.09028216758578433)
('INZ', 26.04449225, 0.09030803341469794)
('BDJ', 7.5044140624999995, 0.09059102787990195)
('JPSWF', 3.6293359375, 0.09086112591911767)
('MDSY', 1.8101953125, 0.09091800091911764)
('UBFO', 5.2902734375, 0.09128110140931371)
('OBCI', 2.4144140625, 0.0917957337622549)
('MSLOF', 2.4926953125, 0.09290447150735293)
('PDOB', 13.3658984375, 0.09299056219362752)
('MCR', 8.0890625, 0.09306186274509805)
('RBPAA', 2.2550390625, 0.09344156709558825)
('ROFO', 7.8796484375, 0.09439007199754901)
('CCLAY', 6.386953125, 0.09466754289215686)
('CAW', 3.1726171874999998, 0.09471586856617648)
('XTMCF', 1.49515625, 0.09476938725490196)
('HGSH', 1.8610546875, 0.0948855499387255)
('MSCA', 25.5273437734375, 0.0950556730273367)
('BKEAY', 3.5226953125, 0.09538133425245097)
('CTBP', 2.035390625, 0.09593945465686275)
('SORL', 1.919140625, 0.09612004289215687)
('YAHOF', 4.2127890625, 0.09633166513480393)
('BCLI', 2.6072265625, 0.09639031709558823)
('AFW', 26.33191409375, 0.09655041544660296)
('SSFN', 6.0238671875, 0.0965594960171569)
('IND', 26.05996095703125, 0.09673998999960985)
('PCF', 7.369921875, 0.09702038602941178)
('NSU', 3.0347265625, 0.09764463082107844)
('NIM', 10.384921875, 0.09766117034313727)
('DMF', 9.5447265625, 0.09796541513480392)
('SBI', 10.2412890625, 0.09922146905637251)
('RCAR', 1.9689453125, 0.09942358915441177)
('OIIM', 1.67328125, 0.10007860294117647)
('NTFY', 1.4685283018867925, 0.10046562893081759)
('CBAN', 9.2862109375, 0.1006408808210784)
('CBX', 2.194188679245283, 0.10067822184105203)
('CAMT', 2.24625, 0.10068470588235295)
('FDVA', 8.2565625, 0.1011097058823529)
('CH', 5.98015625, 0.10120389705882353)
('EEA', 7.894765625, 0.10127053308823528)
('TLF', 7.2443359375, 0.10172896905637253)
('ESSA', 13.35234375, 0.10189723039215684)
('JQC', 7.9252734375, 0.10246659160539215)
('XPPLF', 21.61933615625, 0.10328218848546553)
('FOLB', 8.5665234375, 0.10337335631127453)
('AFA', 25.72222659375, 0.10338361491713628)
('WLFDY', 5.013332075471698, 0.10339902377787309)
('PMM', 7.493671875, 0.10347744485294116)
('CLSN', 1.631328125, 0.10471195465686274)
('ACFC', 5.933984375, 0.10473778799019609)
('LEE', 1.8759375, 0.1047606862745098)
('RAND', 3.935859375, 0.1048055330882353)
('KBDCF', 1.4675390625, 0.10487509650735297)
('HNDGF', 3.9510546874999997, 0.10489731464460779)
('RILY', 9.79109375, 0.10510154411764705)
('GDV-PA', 26.15101559765625, 0.10521070890916685)
('HLTOY', 4.515234375, 0.10544386642156862)
('ELPQF', 11.124374999999999, 0.1054686274509803)
('AED', 25.95132816015625, 0.10564526985769589)
('ABBB', 8.142890625, 0.10582219975490205)
('CLTZF', 2.135546875, 0.10598009191176472)
('AUNB', 7.3308984375, 0.10615095435049021)
('ATLC', 3.19328125, 0.1061805637254902)
('MNGPY', 2.1421484375, 0.10622399356617647)
('UWHR', 4.0690234375, 0.1063264935661765)
('FBPA', 19.01929673828125, 0.1070324114051507)
('BCS-PD', 26.05746092578125, 0.10746609189904932)
('VNO-PI', 25.6339063984375, 0.10753291173820931)
('BKEAF', 3.51078125, 0.10774919117647064)
('MXC', 2.598265625, 0.10782610171568628)
('DX', 6.5965625, 0.10814970588235295)
('GAB', 5.4271484375, 0.10833262101715686)
('PCYO', 4.69662109375, 0.10911947547487746)
('VRML', 1.613046875, 0.1091922487745098)
('FULL', 2.7169140625, 0.1092300474877451)
('FBIO', 2.89640625, 0.10927017156862745)
('INTLL', 25.70082037890625, 0.10968045681020488)
('WFD', 7.839453125, 0.11000440563725493)
('ASTC', 1.8084375, 0.11011519607843137)
('RCMT', 5.194453125, 0.1101557781862745)
('BFCF', 3.03484375, 0.11040389705882353)
('JLS', 22.68011717578125, 0.1105910032360591)
('EVBS', 6.873359375, 0.11062396446078433)
('BTN', 4.6456640625, 0.11078543964460785)
('ELJ', 25.47589844140625, 0.11078821869688278)
('FKWL', 2.12703125, 0.11097468137254902)
('ATXDY', 2.0979296875, 0.11097569699754903)
('FALC', 1.5751953125, 0.11107996170343137)
('III', 3.7676953125, 0.11109153033088234)
('BFFI', 11.5201953125, 0.11138466758578433)
('WAYN', 12.7509375, 0.11156696078431373)
('CXH', 10.01453125, 0.11175899509803917)
('SMIT', 2.405546875, 0.11191264093137254)
('FRBK', 4.1498828125, 0.11201057444852941)
('MAGS', 4.4814453125, 0.11207358915441179)
('MICT', 2.173703125, 0.11240700171568627)
('BNKHF', 3.038046875, 0.11246126838235296)
('TCCA', 25.0476562578125, 0.11258582431169803)
('ALLT', 5.1219921875, 0.11279483915441176)
('SGZA', 25.695546890625, 0.11355738099317227)
('VCBP', 15.69714852734375, 0.11404566859049343)
('CPSH', 2.1019921875, 0.11422150582107843)
